,ZIP Code,SAFMR 0BR,SAFMR 1BR,SAFMR 2BR,SAFMR 3BR,SAFMR 4BR,Total Population,Median Age,Percent Males,Percent Females,"Percent Race, White","Percent Race, Black","Percent Race, Native or Alaskan","Percent Race, Asian","Percent Race, Native Hawaiian or Pacific Islander","Percent Race, Two or more races","Percent Race, Hispanic or Latino",Percent speak another language at home,Percent never married,Percent married,Percent divorced,Percent widowed,Percent less than high school, Percent high school graduate,Percent some college or associates,Percent college graduate,Percent graduate degree,Median income in past year,"Percent, 100 poverty status","Percent, 100 TO 149 poverty status","Percent, 150 poverty status","Total population, born in state of residence",Percent born in state of residence,RES_RATIO,State,Total Gender,Region
8654,77591,950,1000,1200,1580,2040,16840,36.8,45.0,55.0,33.9,51.0,0.3,1.8,0.0,9.4,18.5,12.1,34.3,41.6,16.7,7.4,10.0,27.4,37.8,16.8,8.0,33757,17.8,11.1,71.1,12452,73.94299287410927,1.0,TX,100.0,SW
14745,85027,1440,1580,1870,2560,2920,38986,36.3,48.2,51.8,71.2,2.5,1.6,7.6,0.1,13.1,22.0,22.8,33.3,43.7,17.1,5.8,7.7,25.4,37.5,20.2,9.2,42687,12.1,7.0,80.9,15768,40.44528805212128,1.0,AZ,100.0,SW
1285,78606,690,830,1010,1250,1560,6977,47.6,49.2,50.8,77.9,0.8,0.6,0.0,0.0,13.0,20.9,9.1,19.6,64.5,11.2,4.7,9.1,23.6,28.4,29.9,8.9,39217,8.8,1.8,89.4,4559,65.3432707467393,1.0,TX,100.0,SW
11516,79413,850,980,1190,1670,1960,23464,30.4,48.6,51.4,68.0,6.1,0.4,1.0,0.0,18.2,34.3,11.9,35.3,47.4,13.5,3.8,9.2,26.3,29.7,22.1,12.6,36401,16.6,10.3,73.1,18102,77.14797136038186,1.0,TX,100.0,SW
8537,77345,1450,1540,1840,2420,3130,27574,41.2,50.1,49.9,81.4,3.4,0.1,3.4,0.0,10.4,14.1,11.4,21.2,68.0,6.4,4.5,3.0,8.8,23.9,38.1,26.1,67173,3.6,1.8,94.6,12971,47.0406905055487,1.0,TX,100.0,SW
5113,78417,780,840,1030,1340,1570,4462,38.8,48.9,51.1,43.4,3.7,1.2,0.2,0.0,43.5,92.8,46.6,32.1,44.9,17.4,5.6,30.2,35.1,24.9,6.4,3.4,27634,12.2,18.4,69.4,3786,84.84984311967727,1.0,TX,100.0,SW
18081,75076,820,1010,1180,1590,1970,7907,49.6,51.8,48.2,89.0,0.3,1.2,1.2,0.1,6.8,3.0,5.1,27.7,55.8,10.0,6.4,6.9,34.4,37.7,15.2,5.9,36888,5.5,8.1,86.5,4926,62.29922853168078,1.0,TX,100.0,SW
8544,77362,1540,1640,1960,2580,3340,7474,37.3,49.8,50.2,76.6,6.9,0.0,2.8,0.0,9.9,19.6,21.6,27.6,53.2,12.8,6.5,6.8,35.4,24.7,25.2,7.9,36581,13.3,9.9,76.8,4615,61.747390955311744,1.0,TX,100.0,SW
13845,73028,720,760,940,1250,1420,3484,46.7,47.7,52.3,84.7,1.5,6.0,0.0,0.0,6.5,4.0,1.8,26.5,49.1,16.7,7.7,8.6,51.9,25.9,7.6,6.1,28843,14.2,4.8,80.9,2632,75.54535017221585,1.0,OK,100.0,SW
19272,74131,700,770,970,1280,1490,2317,46.6,54.7,45.3,75.7,1.8,12.9,0.0,0.0,7.5,8.9,8.3,26.9,51.1,16.7,5.3,14.5,34.0,25.8,17.8,7.9,38789,15.4,7.2,77.4,1475,63.659905049633146,1.0,OK,100.0,SW
17274,78884,790,910,1100,1400,1710,1033,41.2,55.8,44.2,90.2,0.0,0.0,0.0,0.0,4.5,9.4,10.3,13.2,70.1,7.9,8.8,15.4,26.0,25.1,24.0,9.6,42000,4.1,13.1,82.9,787,76.18586640851888,1.0,TX,100.0,SW
17188,78113,860,1000,1200,1520,1870,3258,35.1,50.6,49.4,77.5,0.0,0.0,0.0,0.0,16.7,25.7,18.9,23.4,64.7,5.2,6.7,11.4,35.8,29.8,17.1,6.0,43818,20.9,6.4,72.7,2752,84.46899938612646,1.0,TX,100.0,SW
6949,87402,980,1000,1180,1660,1810,10997,40.0,52.8,47.2,59.0,0.8,17.1,0.1,0.1,14.8,23.7,13.0,26.6,56.3,12.1,5.0,7.8,21.1,42.7,16.2,12.2,38348,8.4,7.9,83.7,4919,44.730381013003544,1.0,NM,100.0,SW
1376,78759,1380,1530,1790,2300,2660,44882,38.3,50.9,49.1,65.2,3.8,0.3,13.9,0.3,14.4,15.4,23.2,36.4,50.3,9.9,3.4,2.9,7.5,20.6,39.7,29.3,63590,4.1,2.2,93.7,19537,43.52970010249098,1.0,TX,100.0,SW
17144,76937,720,850,1070,1400,1810,267,42.0,36.3,63.7,95.5,0.0,0.0,2.2,0.0,2.2,1.1,5.6,17.1,80.5,2.4,0.0,3.9,18.7,0.0,9.0,68.4,50781,0.0,1.1,98.9,261,97.75280898876404,1.0,TX,100.0,SW
13863,73058,670,700,850,1130,1310,249,58.5,44.2,55.8,81.5,7.6,4.8,0.0,0.0,5.2,4.8,5.2,8.5,72.8,12.1,6.7,7.9,40.7,36.9,3.7,10.7,18750,40.2,1.2,58.6,152,61.044176706827315,1.0,OK,100.0,SW
1316,78655,870,980,1160,1480,1750,3687,46.6,54.1,45.9,46.4,1.0,0.9,0.5,0.0,40.1,61.3,33.9,29.7,55.1,10.7,4.5,22.1,28.5,28.8,15.4,5.2,31405,17.7,24.5,57.8,2458,66.66666666666666,1.0,TX,100.0,SW
19283,74337,660,720,910,1200,1400,4874,40.4,52.7,47.3,69.7,0.5,13.1,0.2,0.1,16.3,4.5,9.7,24.1,52.5,14.5,9.0,14.1,36.7,33.3,11.9,4.0,31068,13.6,11.8,74.5,3521,72.24045958145261,1.0,OK,100.0,SW
19309,74445,630,630,830,1070,1310,3027,38.3,52.3,47.7,74.5,1.2,14.2,0.1,0.0,10.1,2.0,1.9,24.8,53.1,16.1,6.0,5.1,35.7,37.6,16.3,5.2,42375,12.8,9.1,78.1,2558,84.50611166171127,1.0,OK,100.0,SW
8535,77338,990,1050,1250,1650,2130,47335,33.2,48.4,51.6,36.2,34.4,0.5,2.5,0.7,17.7,41.4,40.1,38.7,42.6,14.1,4.6,12.7,27.7,40.0,14.0,5.7,35632,17.0,9.8,73.2,28859,60.96757156438154,1.0,TX,100.0,SW
6712,79838,570,700,830,1150,1410,4813,44.5,47.5,52.5,31.7,0.2,0.7,0.0,0.0,50.8,97.1,85.2,34.7,45.9,9.3,10.1,39.4,26.0,24.2,6.3,4.1,20089,22.4,13.8,63.7,2876,59.75483066694369,1.0,TX,100.0,SW
5396,76209,1170,1230,1450,1830,2380,27859,30.7,49.3,50.7,61.3,10.5,0.3,2.4,0.0,17.8,33.0,26.4,41.8,38.9,14.5,4.8,9.8,23.3,28.8,21.8,16.4,34005,17.0,9.5,73.6,15762,56.5777666104311,1.0,TX,100.0,SW
14804,85213,1310,1430,1700,2330,2650,37323,38.4,49.6,50.4,79.1,2.6,1.7,1.7,0.1,12.3,15.6,10.4,27.9,55.2,11.4,5.5,4.5,21.1,35.4,23.0,16.1,47106,7.8,7.4,84.8,16912,45.312541864266,1.0,AZ,100.0,SW
15594,86321,660,810,1000,1390,1560,3087,25.0,49.5,50.5,49.9,0.0,0.0,0.0,0.0,49.4,52.8,30.5,32.4,52.4,14.2,1.1,3.7,39.5,47.8,5.2,3.8,38905,14.4,2.9,82.7,2139,69.29057337220603,1.0,AZ,100.0,SW
5479,76114,960,1080,1270,1680,2080,26665,33.9,50.1,49.9,54.9,2.6,2.8,0.6,0.0,20.4,60.7,46.0,38.2,42.4,13.6,5.8,23.9,34.4,23.9,12.4,5.5,35281,17.8,14.4,67.8,16808,63.03393962122633,1.0,TX,100.0,SW
1356,78736,1460,1620,1900,2440,2820,9849,42.3,50.0,50.0,90.4,0.3,0.2,0.2,0.0,7.6,20.4,9.6,34.3,47.8,13.3,4.6,3.1,16.3,27.0,33.9,19.6,53035,7.2,4.1,88.7,6251,63.46837242359631,1.0,TX,100.0,SW
17234,78230,990,1150,1390,1770,2150,42070,39.0,48.3,51.7,53.3,5.4,1.1,3.2,0.0,28.0,51.0,32.2,36.4,43.7,12.7,7.2,6.2,16.9,27.5,29.2,20.2,40578,9.1,8.2,82.7,23730,56.40599001663894,1.0,TX,100.0,SW
14754,85040,1070,1160,1380,1890,2150,33325,30.7,49.6,50.4,30.7,17.2,3.9,2.8,0.3,28.4,63.6,48.7,50.6,32.6,13.5,3.3,30.5,29.8,25.0,9.1,5.5,32008,23.1,12.4,64.5,18159,54.49062265566391,1.0,AZ,100.0,SW
5284,75160,1080,1140,1340,1690,2200,26145,35.9,46.7,53.3,55.3,18.0,0.2,0.1,0.0,18.8,33.2,25.3,30.1,48.6,15.5,5.8,17.6,32.6,29.3,14.1,6.4,34548,13.7,11.0,75.3,17527,67.03767450755403,1.0,TX,100.0,SW
579,79103,710,820,1030,1400,1630,11591,28.7,49.8,50.2,63.8,3.0,0.6,3.3,0.0,18.5,62.2,27.4,32.8,48.2,14.3,4.7,19.7,31.4,36.2,9.9,2.8,29582,17.5,16.6,66.0,8405,72.51315675955483,1.0,TX,100.0,SW
9820,76570,680,800,960,1360,1640,2506,50.7,47.4,52.6,65.0,15.8,0.0,0.0,0.0,14.1,32.8,22.3,20.5,46.7,18.1,14.7,17.9,34.0,33.0,9.8,5.3,29978,14.1,29.0,56.9,1940,77.41420590582602,1.0,TX,100.0,SW
13922,73162,810,860,1060,1410,1600,28610,41.9,48.8,51.2,63.5,15.7,2.2,5.9,0.0,11.3,7.7,10.0,27.6,54.6,10.8,7.1,5.0,19.4,28.7,31.7,15.2,45697,6.5,8.2,85.3,15356,53.67354072002796,1.0,OK,100.0,SW
1314,78653,1390,1540,1810,2320,2690,35417,31.8,49.8,50.2,45.9,17.2,1.0,2.0,0.2,18.5,52.9,42.7,35.2,49.0,12.1,3.6,14.3,24.0,28.4,22.9,10.5,48058,11.3,3.4,85.2,20477,57.81686760595195,1.0,TX,100.0,SW
5294,75181,1870,1970,2330,2940,3830,28018,31.6,46.2,53.8,25.1,39.7,1.1,5.3,0.1,21.2,32.2,35.6,35.8,53.3,8.6,2.4,12.4,26.4,38.4,13.4,9.4,39621,11.9,6.9,81.2,15983,57.045470768791496,1.0,TX,100.0,SW
19204,74002,590,660,840,1100,1290,1884,42.4,51.5,48.5,69.1,0.2,11.9,0.0,0.0,18.6,3.2,1.5,28.9,52.5,11.8,6.7,10.5,37.6,34.6,14.7,2.7,28750,13.2,16.4,70.4,1427,75.74309978768578,1.0,OK,100.0,SW
5357,75433,990,1040,1230,1550,2020,3133,46.3,47.1,52.9,89.8,4.7,0.3,0.4,0.1,3.7,5.8,4.7,17.5,60.1,11.8,10.6,8.7,32.1,32.9,20.2,6.0,36146,10.1,5.4,84.5,2357,75.23140759655283,1.0,TX,100.0,SW
19262,74115,640,700,890,1170,1370,23657,30.7,50.1,49.9,40.8,13.0,4.5,0.1,0.7,18.6,44.3,42.9,41.8,35.7,15.8,6.6,28.2,38.7,24.5,6.7,1.9,26672,28.4,17.3,54.4,13155,55.60721985036141,1.0,OK,100.0,SW
6750,73073,700,730,900,1220,1450,616,59.3,35.1,64.9,92.4,0.0,0.8,0.0,0.0,6.8,1.0,1.2,5.4,65.8,14.3,14.5,5.6,36.5,43.0,9.2,5.6,52708,3.2,4.4,92.4,514,83.44155844155844,1.0,OK,100.0,SW
17203,78160,780,900,1090,1390,1690,4705,42.3,46.0,54.0,82.3,1.0,0.1,0.0,0.0,14.7,39.6,25.9,27.8,52.6,14.3,5.3,16.5,31.0,36.2,8.2,8.2,29806,19.9,5.9,74.2,3566,75.79171094580234,1.0,TX,100.0,SW
19280,74146,670,740,930,1230,1430,16133,28.3,51.9,48.1,41.4,13.9,3.8,3.0,0.1,28.2,53.0,53.2,41.7,40.6,15.2,2.4,31.1,34.5,26.2,6.8,1.3,29326,27.0,20.4,52.7,7766,48.13735820988037,1.0,OK,100.0,SW
13906,73128,930,990,1220,1630,1840,7011,30.5,44.8,55.2,54.6,9.7,3.1,14.0,0.0,14.6,22.3,21.9,39.2,40.8,14.3,5.6,12.9,17.2,25.3,32.7,11.8,40599,18.2,12.0,69.8,3155,45.00071316502638,1.0,OK,100.0,SW
5323,75230,1190,1250,1480,1860,2430,26695,48.3,45.9,54.1,75.4,8.6,0.3,4.0,0.0,7.8,12.3,16.6,27.2,54.6,12.0,6.2,1.5,9.4,22.9,35.8,30.4,62007,5.8,4.1,90.2,12989,48.65705188237497,1.0,TX,100.0,SW
5434,76020,910,1020,1200,1590,1960,32866,40.2,49.7,50.3,86.4,1.2,0.4,0.3,0.0,9.3,17.8,11.0,21.3,59.1,13.7,5.9,10.7,33.5,35.9,14.4,5.5,41431,10.2,6.9,82.9,20284,61.71727621249923,1.0,TX,100.0,SW
1339,78717,1350,1490,1750,2250,2600,36085,36.3,51.3,48.7,45.1,6.7,0.3,30.1,0.0,13.5,17.3,38.0,27.8,61.2,9.1,1.9,4.4,8.0,20.6,38.8,28.3,65823,4.3,3.6,92.0,13399,37.13177220451711,1.0,TX,100.0,SW
5262,75115,1300,1360,1610,2030,2650,55997,42.0,46.6,53.4,15.2,68.3,0.0,0.6,0.1,10.9,19.1,17.4,38.2,41.1,14.9,5.8,9.1,24.3,36.7,16.2,13.7,43108,7.3,8.4,84.3,36223,64.68739396753398,1.0,TX,100.0,SW
5460,76071,830,850,970,1360,1410,4723,36.0,51.3,48.7,82.3,3.3,0.9,0.7,0.0,11.3,17.4,11.2,28.8,49.9,16.4,4.9,16.8,35.3,31.8,11.9,4.1,48107,16.4,6.5,77.1,2935,62.14270590726233,1.0,TX,100.0,SW
17151,76957,800,950,1190,1560,2020,203,7.6,69.5,30.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,38.5,39.6,0.0,21.9,58717,0.0,0.0,100.0,173,85.22167487684729,1.0,TX,100.0,SW
17712,87507,920,1050,1210,1550,1720,51109,39.1,48.6,51.4,50.2,1.0,2.6,1.7,0.1,28.1,68.3,43.6,35.9,43.5,16.7,3.9,13.9,26.6,28.8,16.3,14.4,33216,17.3,10.1,72.5,26040,50.94993054060929,1.0,NM,100.0,SW
14839,85302,1160,1270,1500,2060,2340,40329,36.6,47.8,52.2,54.2,9.1,2.1,5.4,0.1,18.7,34.6,29.2,36.9,42.3,14.9,5.8,14.9,26.7,38.7,12.9,6.8,34869,16.7,8.3,75.0,17486,43.35837734632646,1.0,AZ,100.0,SW
17235,78231,1030,1190,1440,1830,2230,9966,39.0,49.2,50.8,65.6,4.6,0.1,3.4,0.0,22.6,39.7,21.6,32.0,51.5,13.2,3.3,0.6,12.4,23.2,33.7,30.1,44050,5.7,4.4,89.9,5681,57.00381296407786,1.0,TX,100.0,SW
8604,77504,990,1050,1250,1650,2130,25758,32.1,47.8,52.2,53.4,6.2,1.3,1.7,0.0,25.2,66.1,48.9,39.8,40.4,14.1,5.6,21.3,34.9,27.4,11.7,4.8,31037,18.3,17.8,64.0,17126,66.48808137277739,1.0,TX,100.0,SW
8513,77088,870,920,1100,1450,1870,54115,34.2,47.9,52.1,21.6,37.6,0.8,3.8,0.0,17.5,51.7,50.7,40.6,40.7,13.3,5.4,28.3,32.1,26.9,9.5,3.2,27264,18.6,15.6,65.8,34372,63.51658505035572,1.0,TX,100.0,SW
19226,74044,640,710,900,1180,1390,8255,41.3,51.7,48.3,78.0,1.1,11.9,0.4,0.0,7.5,8.7,3.9,22.3,52.5,16.4,8.8,8.7,38.6,38.3,10.9,3.5,32899,11.0,6.9,82.1,5925,71.77468201090248,1.0,OK,100.0,SW
14873,85363,1110,1210,1440,1970,2250,6985,39.1,53.2,46.8,60.4,1.7,2.5,1.8,0.8,21.2,44.2,30.6,38.2,35.4,17.6,8.8,17.9,38.8,28.7,9.9,4.7,31521,10.9,9.9,79.2,3406,48.76163206871868,1.0,AZ,100.0,SW
10442,78369,800,800,1000,1280,1390,252,41.4,46.0,54.0,78.2,0.0,0.0,0.0,0.0,21.8,80.2,51.9,35.2,51.0,9.5,4.3,18.9,22.3,50.7,8.1,0.0,46250,8.7,4.4,86.9,224,88.88888888888889,1.0,TX,100.0,SW
6746,79851,580,720,850,1030,1450,1386,33.2,67.6,32.4,28.8,1.4,0.0,0.0,0.0,53.7,75.3,66.0,52.4,26.8,17.4,3.5,53.0,21.1,18.9,6.7,0.3,11922,32.2,1.2,66.6,359,25.901875901875904,1.0,TX,100.0,SW
1300,78628,1160,1290,1510,1940,2240,44821,41.5,48.8,51.2,78.4,3.6,0.4,4.6,0.1,9.0,15.5,13.1,21.8,65.3,8.1,4.8,5.6,14.7,26.6,35.1,18.0,53604,6.4,3.6,90.0,22857,50.99618482407799,1.0,TX,100.0,SW
14896,85623,1080,1180,1400,1920,2180,5235,65.7,53.1,46.9,78.7,0.0,0.0,0.0,0.0,17.7,21.1,9.6,15.7,64.5,8.1,11.7,5.8,20.4,33.2,18.7,21.9,39423,13.4,10.8,75.8,1151,21.98662846227316,1.0,AZ,100.0,SW
20562,76306,720,780,960,1300,1480,14487,33.5,50.4,49.6,67.1,17.4,0.2,2.0,0.0,8.9,20.7,11.5,32.1,42.4,15.8,9.6,12.9,36.9,29.5,14.0,6.6,29476,22.1,12.9,64.9,9271,63.9953061365362,1.0,TX,100.0,SW
8560,77386,1430,1520,1810,2380,3080,69549,33.7,47.6,52.4,64.2,10.2,0.5,6.4,0.0,14.0,22.1,21.2,25.6,63.8,7.2,3.4,4.9,16.6,29.3,32.1,17.1,61194,7.1,4.7,88.3,34905,50.187637492990554,1.0,TX,100.0,SW
5296,75189,1640,1730,2040,2570,3350,44348,34.0,48.4,51.6,65.5,10.6,0.4,2.5,0.0,11.6,25.2,19.5,28.5,59.6,8.0,3.9,7.5,27.5,35.2,20.4,9.4,53030,6.1,3.8,90.1,28010,63.159556237034366,1.0,TX,100.0,SW
6714,79853,570,700,830,1150,1410,2964,35.6,49.7,50.3,29.8,0.0,0.0,0.0,0.0,46.6,99.4,93.9,33.4,44.1,14.7,7.8,50.3,22.5,19.2,7.3,0.6,17346,28.2,15.9,55.9,1705,57.52361673414305,1.0,TX,100.0,SW
14781,85140,1570,1710,2030,2780,3170,51078,34.7,49.9,50.1,75.9,3.9,3.7,2.1,0.3,8.7,20.4,12.6,27.7,56.8,12.3,3.2,6.0,27.3,36.7,22.0,8.0,45826,7.1,3.5,89.4,21342,41.78315517443909,1.0,AZ,100.0,SW
8491,77066,1130,1210,1440,1900,2450,38315,34.8,49.4,50.6,26.3,23.2,0.5,15.1,0.2,20.9,46.9,51.3,35.7,48.3,10.5,5.5,23.4,26.3,29.9,15.0,5.4,34626,12.5,8.9,78.7,21401,55.855409108704166,1.0,TX,100.0,SW
19214,74019,680,740,940,1240,1450,20633,39.3,50.9,49.1,72.7,0.6,13.0,1.4,0.0,10.7,5.6,5.1,22.6,58.0,14.1,5.4,5.9,33.6,34.1,19.4,7.0,42040,8.4,6.7,84.9,12805,62.060776426113506,1.0,OK,100.0,SW
5498,76155,1210,1360,1600,2120,2620,6301,31.3,50.6,49.4,28.5,49.1,0.2,10.9,0.4,9.4,22.2,35.4,49.2,34.4,15.9,0.6,5.6,10.2,39.2,29.9,15.2,47296,10.6,10.1,79.3,1990,31.58228852563085,1.0,TX,100.0,SW
5082,78336,900,980,1200,1570,1830,12146,42.7,52.1,47.9,66.0,2.3,1.6,2.3,0.0,21.4,42.6,22.9,25.9,50.4,16.6,7.2,12.8,42.0,29.1,12.0,4.1,28188,22.1,11.4,66.6,7476,61.55112794335583,1.0,TX,100.0,SW
8641,77573,1300,1380,1650,2170,2810,97871,37.5,50.8,49.2,71.6,7.1,0.3,5.4,0.0,12.3,19.2,18.0,24.3,63.8,8.5,3.3,4.2,16.2,30.6,33.1,15.9,60852,4.2,2.2,93.6,58000,59.261681192590245,1.0,TX,100.0,SW
17238,78234,1370,1580,1920,2440,2980,6281,21.0,57.2,42.8,57.7,15.7,1.4,4.7,2.0,11.1,19.4,17.7,57.7,40.1,2.2,0.1,1.8,10.7,37.2,30.7,19.6,24559,10.7,9.3,80.0,843,13.42142970864512,1.0,TX,100.0,SW
19316,74020,550,640,820,1080,1400,7365,42.2,51.7,48.3,77.7,1.2,6.4,0.7,0.0,11.5,4.0,3.5,22.9,55.8,12.4,8.8,10.7,43.5,28.7,12.7,4.3,32807,19.3,5.9,74.9,5339,72.49151391717584,1.0,OK,100.0,SW
567,79039,620,720,900,1220,1430,686,43.3,47.1,52.9,96.8,0.0,0.0,0.0,0.0,2.3,2.5,0.5,14.2,66.1,9.7,10.0,8.9,33.1,40.3,12.5,5.2,45515,5.1,4.4,90.5,591,86.15160349854227,1.0,TX,100.0,SW
338,87024,940,1150,1400,1990,2380,2792,32.6,46.1,53.9,1.8,0.0,83.3,0.0,0.0,15.0,6.6,73.3,52.3,33.7,10.0,4.0,11.2,40.2,32.6,8.5,7.5,25814,17.0,12.1,70.8,2597,93.01575931232092,1.0,NM,100.0,SW
19203,74001,590,660,840,1100,1290,281,44.6,49.1,50.9,61.9,0.0,20.3,0.0,0.0,17.8,0.7,0.0,17.0,60.4,11.3,11.3,8.2,50.5,28.4,12.4,0.5,38281,12.2,13.3,74.6,218,77.58007117437722,1.0,OK,100.0,SW
19552,77995,710,780,970,1240,1410,10244,38.6,48.3,51.7,60.4,4.8,0.0,0.8,0.0,13.6,36.7,19.9,25.2,50.4,16.7,7.7,16.3,42.3,27.6,10.5,3.2,29493,12.4,17.5,70.1,8518,83.15111284654432,1.0,TX,100.0,SW
1287,78610,1270,1410,1650,2120,2450,46685,35.8,49.9,50.1,68.7,4.3,0.2,2.0,0.1,17.4,41.6,23.6,27.6,60.0,9.4,3.0,8.7,23.2,25.8,29.5,12.9,54799,5.7,5.9,88.4,28685,61.44371853914533,1.0,TX,100.0,SW
14901,85653,930,1060,1390,1980,2310,22796,36.1,51.3,48.7,72.8,3.5,1.5,1.2,0.0,15.1,27.2,12.0,32.2,47.7,14.2,5.9,5.9,28.1,35.9,21.4,8.7,37087,12.9,11.5,75.7,9454,41.472188103175995,1.0,AZ,100.0,SW
11526,79351,610,700,850,1210,1450,1047,38.8,53.3,46.7,78.2,0.0,2.7,0.0,0.0,16.1,32.8,39.0,19.7,61.2,11.0,8.1,22.7,30.5,36.1,9.1,1.6,28646,4.5,8.9,86.7,896,85.57784145176696,1.0,TX,100.0,SW
10557,73017,570,610,800,1050,1220,1318,44.5,57.4,42.6,75.9,0.0,2.7,0.0,0.0,18.8,12.5,3.8,19.9,51.3,20.1,8.7,11.1,62.0,18.9,5.4,2.7,26210,16.4,13.6,70.0,916,69.49924127465857,1.0,OK,100.0,SW
19261,74114,870,960,1210,1590,1860,16756,41.2,48.4,51.6,81.8,1.7,3.9,1.4,0.1,10.8,5.6,7.4,27.6,53.1,13.4,5.9,2.3,14.4,25.3,32.5,25.5,54692,8.0,5.5,86.5,10057,60.020291238959175,1.0,OK,100.0,SW
13954,74824,710,720,830,1120,1130,1448,32.6,46.8,53.2,86.6,0.6,4.1,0.0,0.0,6.8,7.7,1.0,20.7,59.2,12.9,7.2,10.5,49.6,28.0,5.5,6.4,35357,6.6,11.1,82.3,1058,73.06629834254143,1.0,OK,100.0,SW
14878,85378,1340,1470,1740,2390,2720,9401,41.6,46.8,53.2,65.4,5.0,1.2,0.6,0.0,17.1,37.7,26.6,28.1,47.8,19.3,4.8,14.8,34.4,34.1,5.9,10.7,35034,21.5,8.8,69.6,3775,40.15530262738007,1.0,AZ,100.0,SW
1322,78662,1010,1120,1310,1690,1980,3147,44.2,51.6,48.4,97.6,0.0,0.7,0.0,0.0,1.7,3.7,2.1,28.5,52.4,13.5,5.6,7.7,32.3,46.8,10.9,2.3,35101,2.5,7.1,90.3,2425,77.05751509374007,1.0,TX,100.0,SW
7086,86040,1090,1160,1430,1750,2110,10627,33.2,50.4,49.6,34.3,1.4,55.2,0.8,0.0,6.1,5.9,27.2,44.0,42.2,9.7,4.1,9.9,30.5,35.9,19.4,4.2,42714,13.7,9.8,76.5,7399,69.62454126282111,1.0,AZ,100.0,SW
4635,77868,740,810,960,1280,1630,18863,38.6,57.1,42.9,52.3,17.2,0.8,0.4,0.1,17.7,33.0,28.5,33.9,46.8,13.8,5.4,21.1,33.7,30.4,9.1,5.7,30107,15.9,13.6,70.5,13792,73.11668345438159,1.0,TX,100.0,SW
19305,74422,850,850,1120,1450,1760,953,49.9,47.2,52.8,55.8,31.1,10.7,0.0,0.0,2.3,0.5,0.0,20.4,57.8,14.6,7.2,5.3,38.8,19.9,26.7,9.2,40932,4.4,9.3,86.3,671,70.40923399790137,1.0,OK,100.0,SW
15596,86323,810,980,1210,1670,1930,19297,51.6,48.8,51.2,84.4,0.6,0.8,0.9,0.0,10.4,15.2,7.9,21.5,58.1,13.0,7.4,9.7,29.2,41.8,13.1,6.2,35063,9.8,9.5,80.8,7540,39.073431103280306,1.0,AZ,100.0,SW
19308,74437,610,620,810,1050,1280,9058,41.1,48.7,51.3,64.8,1.8,18.4,0.2,0.2,14.0,5.8,2.5,28.0,47.6,16.5,7.9,16.8,35.4,33.9,9.4,4.4,28060,22.5,12.9,64.6,6858,75.71207772135129,1.0,OK,100.0,SW
10460,88044,750,810,940,1340,1540,2684,38.0,59.2,40.8,53.9,0.0,6.2,0.0,0.0,16.7,85.9,57.4,23.4,57.8,14.1,4.7,19.9,30.2,27.1,9.3,13.4,31224,17.9,16.2,65.9,1093,40.722801788375556,1.0,NM,100.0,SW
14857,85333,910,990,1180,1650,1880,403,60.6,45.9,54.1,40.4,1.2,0.0,0.0,0.0,25.6,63.0,45.9,15.1,43.7,20.6,20.6,28.4,33.2,20.6,12.6,5.2,26970,25.8,0.0,74.2,145,35.98014888337469,1.0,AZ,100.0,SW
8470,77044,1290,1370,1640,2160,2790,55746,33.0,50.4,49.6,32.0,33.0,1.8,1.4,0.4,18.1,44.4,39.3,33.6,53.4,9.9,3.1,15.9,21.9,28.1,23.5,10.6,44461,12.7,11.0,76.3,36262,65.04861335342446,1.0,TX,100.0,SW
8533,77328,850,900,1080,1420,1840,17816,38.0,50.2,49.8,72.8,2.4,0.8,0.9,0.2,14.3,33.3,32.6,26.6,57.6,11.6,4.2,24.0,40.2,26.1,6.6,3.2,29470,24.8,10.7,64.5,10988,61.67489896722047,1.0,TX,100.0,SW
5218,75041,1120,1180,1390,1750,2280,31981,30.8,49.9,50.1,39.5,5.9,1.1,2.3,0.0,38.5,69.8,67.3,37.1,47.4,10.6,4.9,30.2,27.6,26.9,11.4,3.9,32909,18.9,12.8,68.3,16874,52.76257778055721,1.0,TX,100.0,SW
19722,76633,760,840,1070,1400,1450,6037,41.2,46.7,53.3,91.0,1.4,0.2,1.0,0.0,3.5,14.1,10.2,25.9,61.7,7.1,5.4,3.7,27.1,37.8,16.4,15.1,45208,2.1,7.8,90.1,4228,70.03478548948154,1.0,TX,100.0,SW
5452,76058,1020,1140,1350,1790,2210,21531,36.0,48.4,51.6,77.6,2.1,0.4,0.4,0.1,11.0,27.8,20.0,30.4,52.8,13.1,3.8,19.0,31.1,29.8,12.9,7.2,35095,16.5,10.8,72.7,14855,68.99354419209511,1.0,TX,100.0,SW
8617,77521,920,980,1170,1540,1990,65920,33.2,50.9,49.1,44.5,17.6,0.5,2.7,0.1,18.2,49.8,40.7,35.5,47.2,12.5,4.7,18.0,29.7,34.6,11.6,6.1,40058,14.2,8.9,76.9,41462,62.89745145631069,1.0,TX,100.0,SW
