,ZIP Code,SAFMR 0BR,SAFMR 1BR,SAFMR 2BR,SAFMR 3BR,SAFMR 4BR,Total Population,Median Age,Percent Males,Percent Females,"Percent Race, White","Percent Race, Black","Percent Race, Native or Alaskan","Percent Race, Asian","Percent Race, Native Hawaiian or Pacific Islander","Percent Race, Two or more races","Percent Race, Hispanic or Latino",Percent speak another language at home,Percent never married,Percent married,Percent divorced,Percent widowed,Percent less than high school, Percent high school graduate,Percent some college or associates,Percent college graduate,Percent graduate degree,Median income in past year,"Percent, 100 poverty status","Percent, 100 TO 149 poverty status","Percent, 150 poverty status","Total population, born in state of residence",Percent born in state of residence,RES_RATIO,State,Total Gender,Region
2697,14217,840,880,1030,1260,1420,22566,41.4,47.1,52.9,84.3,5.5,0.4,0.8,0.0,7.6,5.9,6.1,39.2,38.7,15.5,6.6,4.9,23.4,30.4,22.8,18.5,44313,11.1,5.8,83.0,19122,84.73810156873172,1.0,NY,100.0,NE
18647,13060,750,840,1040,1280,1480,2845,42.2,46.9,53.1,90.2,0.4,0.0,0.4,0.0,8.2,1.7,1.4,31.1,49.3,11.9,7.7,10.6,30.8,38.6,13.2,6.9,42917,13.8,4.2,82.0,2721,95.6414762741652,1.0,NY,100.0,NE
2390,17824,660,690,820,1060,1100,3840,52.8,43.6,56.4,99.5,0.0,0.0,0.0,0.0,0.5,0.5,0.7,24.6,62.5,6.1,6.7,2.4,34.8,18.3,32.0,12.6,49089,3.2,4.3,92.4,3441,89.609375,1.0,PA,100.0,NE
13541,11207,2040,2090,2360,2960,3190,93445,36.4,44.7,55.3,11.2,59.4,0.3,1.6,0.0,9.6,33.2,33.2,53.2,28.9,12.5,5.4,19.3,36.2,25.1,13.4,6.0,32584,27.3,7.3,65.4,52366,56.039381454331426,1.0,NY,100.0,NE
1544,21136,1080,1250,1540,2000,2290,33778,43.8,46.3,53.7,56.1,26.1,0.3,7.8,0.0,5.4,7.4,19.3,31.9,49.0,13.1,6.1,6.9,18.2,23.2,27.5,24.1,50603,11.0,6.6,82.4,19189,56.80916572917284,1.0,MD,100.0,NE
8144,21758,1220,1290,1520,1990,2320,4238,41.8,49.3,50.7,81.1,5.4,0.1,3.6,0.0,9.9,5.9,7.4,21.8,58.2,13.1,6.9,6.9,33.6,17.2,20.5,21.8,58279,5.3,0.9,93.8,1984,46.81453515809344,1.0,MD,100.0,NE
14543,19075,980,1100,1330,1620,1880,7779,40.9,49.1,50.9,85.9,5.6,0.0,1.9,0.0,6.0,3.9,7.1,26.7,63.4,6.4,3.4,1.6,23.4,17.6,33.6,23.8,62020,2.1,2.2,95.8,6097,78.37768350687749,1.0,PA,100.0,NE
15098,15370,710,750,900,1140,1250,13578,43.4,57.3,42.7,85.0,6.2,0.0,0.4,0.0,7.5,2.7,2.9,34.7,41.1,16.7,7.5,11.9,39.6,24.8,15.5,8.3,29802,13.7,4.9,81.4,9165,67.49889527176315,1.0,PA,100.0,NE
13238,11580,1820,1850,2220,2850,3140,42644,42.5,48.1,51.9,24.7,28.7,0.1,17.2,0.0,13.9,27.0,43.3,37.6,47.6,9.2,5.6,10.8,23.3,28.2,25.5,12.2,51348,3.5,4.2,92.3,24482,57.41018666166401,1.0,NY,100.0,NE
7541,12887,750,850,1060,1370,1420,4629,38.3,46.8,53.2,88.4,0.5,0.1,0.1,0.0,9.3,2.6,4.7,32.9,45.5,13.9,7.6,7.2,47.7,29.5,9.9,5.7,31939,20.1,16.9,63.0,3153,68.11406351263773,1.0,NY,100.0,NE
498,18224,760,870,1080,1390,1490,5954,44.6,49.2,50.8,88.8,1.0,0.1,0.0,0.0,6.3,12.4,12.5,29.3,50.9,10.5,9.4,7.3,49.5,25.4,12.2,5.6,32408,15.7,10.5,73.8,4463,74.95801142089353,1.0,PA,100.0,NE
20228,13641,710,810,1070,1430,1680,69,68.8,42.0,58.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,0.0,31.9,0.0,18.8,39.1,10.1,31.9,43438,0.0,0.0,100.0,46,66.66666666666666,1.0,NY,100.0,NE
218,12064,810,900,1090,1350,1480,314,52.5,51.0,49.0,77.7,0.0,0.0,0.3,0.0,21.7,0.0,1.3,17.9,32.1,27.9,22.1,1.7,49.1,28.6,4.3,16.2,40114,2.6,6.8,90.7,291,92.6751592356688,1.0,NY,100.0,NE
15212,15655,700,740,890,1130,1240,440,53.7,43.0,57.0,98.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.5,53.3,14.7,1.6,12.6,54.2,20.1,8.0,5.1,15027,32.5,24.1,43.4,411,93.4090909090909,1.0,PA,100.0,NE
10594,17041,910,990,1270,1620,1710,254,43.1,50.4,49.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,75.6,8.9,0.0,0.0,32.9,9.6,48.5,9.0,50000,7.5,0.0,92.5,215,84.64566929133859,1.0,PA,100.0,NE
7491,17340,770,940,1150,1530,1730,11403,40.8,51.0,49.0,94.3,1.6,0.0,0.2,0.0,2.6,4.9,3.7,24.4,54.0,15.3,6.3,8.2,46.3,26.6,12.5,6.4,42106,10.4,7.3,82.2,5608,49.180040340261336,1.0,PA,100.0,NE
15547,12514,1170,1280,1640,2090,2320,3120,56.7,50.5,49.5,94.8,1.2,0.0,1.4,0.0,2.1,2.8,3.2,21.5,68.7,6.6,3.2,10.7,20.7,16.3,24.7,27.6,47685,5.1,3.6,91.3,2165,69.39102564102564,1.0,NY,100.0,NE
17854,18630,660,770,940,1220,1320,3027,45.7,51.1,48.9,95.2,0.4,0.0,0.5,0.0,2.8,2.1,2.1,28.6,53.4,13.7,4.3,9.7,50.8,23.8,11.0,4.7,43062,12.0,12.2,75.8,2360,77.96498183019492,1.0,PA,100.0,NE
15108,15417,720,750,910,1160,1260,7709,47.8,47.6,52.4,85.2,7.6,0.1,0.2,0.1,5.6,1.6,2.4,36.4,41.0,14.7,7.9,10.6,45.6,26.0,12.0,5.8,28489,20.3,7.9,71.9,6578,85.32883642495784,1.0,PA,100.0,NE
14446,18070,920,1040,1270,1570,1780,286,48.9,61.5,38.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,65.7,21.3,6.3,7.1,59.0,24.3,9.6,0.0,60228,1.0,0.0,99.0,242,84.61538461538461,1.0,PA,100.0,NE
16348,14614,790,890,1110,1350,1490,1112,35.0,85.5,14.5,32.1,54.6,1.4,0.9,0.0,9.5,17.8,19.1,69.3,16.0,13.9,0.7,35.8,25.8,22.1,7.7,8.6,23472,34.6,7.0,58.4,775,69.69424460431655,1.0,NY,100.0,NE
20727,17352,800,900,1150,1500,1600,1397,44.7,44.6,55.4,98.9,0.0,0.0,0.2,0.0,0.9,0.6,0.7,33.8,57.5,4.2,4.6,5.5,43.6,32.3,10.2,8.3,51645,6.7,3.5,89.8,641,45.8840372226199,1.0,PA,100.0,NE
14995,15089,720,750,910,1160,1260,6640,49.7,50.7,49.3,93.7,3.7,0.0,0.1,0.0,1.8,0.8,2.7,29.1,49.9,12.5,8.6,6.8,45.0,26.9,15.2,6.1,33332,14.7,7.9,77.4,5808,87.46987951807229,1.0,PA,100.0,NE
13305,11780,1560,1940,2330,2990,3290,15586,47.8,47.2,52.8,84.2,0.7,0.0,4.8,0.0,6.9,11.4,11.3,27.8,55.5,8.3,8.4,4.0,19.0,25.2,24.9,26.9,61178,2.4,3.4,94.2,12954,83.11305017323238,1.0,NY,100.0,NE
15128,15440,770,790,960,1240,1430,227,42.5,34.8,65.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,66.3,0.0,16.1,16.4,39.0,37.1,7.5,0.0,30565,9.3,0.0,90.7,159,70.04405286343612,1.0,PA,100.0,NE
16346,14612,910,1030,1290,1570,1730,35339,44.9,49.7,50.3,81.4,9.8,0.1,0.9,0.0,5.6,6.9,7.1,32.1,47.8,13.7,6.4,7.0,26.3,30.9,22.3,13.5,41414,7.0,6.6,86.4,29427,83.27060754407312,1.0,NY,100.0,NE
1534,21113,1490,1730,2130,2760,3160,38053,36.3,46.7,53.3,49.2,30.4,0.1,5.2,0.1,11.2,10.9,16.6,33.6,48.7,13.8,3.9,2.3,17.1,29.1,26.4,25.1,65496,4.8,1.9,93.3,13489,35.44792789004809,1.0,MD,100.0,NE
7513,12827,740,840,1050,1360,1410,3935,41.0,53.4,46.6,88.7,0.2,0.2,0.0,0.5,9.1,0.5,0.8,31.1,54.3,10.2,4.3,6.7,38.1,37.7,9.9,7.6,37304,5.9,9.6,84.5,3268,83.04955527318933,1.0,NY,100.0,NE
19495,13478,730,740,930,1130,1340,3331,46.0,54.5,45.5,97.7,0.0,0.1,0.8,0.0,1.5,3.1,2.7,26.4,58.4,11.3,3.9,2.9,33.3,44.8,12.6,6.4,36435,9.3,3.2,87.5,3102,93.12518763134194,1.0,NY,100.0,NE
20226,13638,820,940,1240,1660,1950,172,57.9,57.0,43.0,90.1,0.0,0.0,0.0,0.0,9.9,0.0,0.0,4.2,69.0,22.0,4.8,5.0,55.3,39.8,0.0,0.0,61776,12.2,0.0,87.8,127,73.83720930232558,1.0,NY,100.0,NE
14541,19073,1330,1500,1810,2200,2560,21587,46.3,50.1,49.9,91.2,1.0,0.1,4.3,0.0,3.5,1.7,11.9,23.8,59.1,9.0,8.1,2.0,15.1,18.3,36.1,28.5,68221,3.3,3.2,93.5,14959,69.29633575763191,1.0,PA,100.0,NE
1519,21075,1450,1680,2080,2700,3090,37146,33.9,48.6,51.4,41.5,25.7,0.2,20.0,0.0,8.8,10.9,26.7,33.6,53.2,9.6,3.6,5.8,14.8,21.7,30.9,26.7,65368,7.2,4.0,88.8,16251,43.74899047003715,1.0,MD,100.0,NE
475,18083,960,1090,1380,1770,1850,463,37.3,51.2,48.8,87.9,0.0,0.0,0.0,0.0,11.2,1.5,2.6,26.4,59.4,8.2,6.0,3.9,33.4,29.8,21.1,11.7,54531,5.0,10.6,84.4,302,65.2267818574514,1.0,PA,100.0,NE
15050,15226,880,920,1110,1410,1540,13943,41.3,50.6,49.4,90.8,3.4,0.1,1.0,0.0,4.2,4.3,7.7,40.4,39.3,10.9,9.4,7.7,29.1,29.0,21.5,12.7,40122,6.6,5.4,87.9,11236,80.58523990532885,1.0,PA,100.0,NE
266,12167,810,900,1090,1350,1480,2257,50.9,48.3,51.7,94.2,0.4,0.0,0.7,0.0,4.2,2.3,6.2,27.5,45.9,16.5,10.1,9.1,38.8,30.6,9.9,11.5,31540,19.0,9.2,71.8,1884,83.47363757199822,1.0,NY,100.0,NE
15103,15401,720,750,910,1160,1260,30230,45.1,45.9,54.1,86.9,6.9,0.0,0.7,0.1,4.8,1.3,3.2,33.7,42.6,13.6,10.1,8.9,43.7,24.4,15.5,7.5,33476,18.8,7.9,73.3,24622,81.44889182930864,1.0,PA,100.0,NE
255,12151,1180,1320,1600,1950,2150,986,44.4,47.5,52.5,91.9,2.0,0.0,4.8,0.0,1.3,1.2,5.6,16.8,60.8,18.5,3.9,5.5,17.8,22.0,31.8,22.8,62500,2.5,2.8,94.7,690,69.97971602434076,1.0,NY,100.0,NE
10334,17543,990,1130,1420,1800,1910,45606,43.8,48.9,51.1,89.3,1.9,0.1,2.5,0.0,5.0,6.2,8.0,23.9,60.2,8.8,7.1,7.4,30.2,21.9,24.2,16.3,47044,4.9,4.6,90.4,33443,73.33026356181203,1.0,PA,100.0,NE
15009,15129,1030,1080,1300,1650,1810,10553,43.6,48.0,52.0,91.5,2.5,0.0,1.8,0.0,3.8,0.6,2.8,25.6,56.7,11.2,6.5,2.6,25.4,30.2,28.2,13.6,51901,3.3,3.5,93.2,8718,82.61157964559841,1.0,PA,100.0,NE
235,12093,810,900,1090,1350,1480,1258,52.1,54.7,45.3,87.8,0.0,0.0,1.2,0.0,11.0,3.3,11.2,27.2,49.4,11.8,11.6,7.8,31.9,33.3,12.9,14.1,35978,12.7,4.4,82.9,973,77.34499205087441,1.0,NY,100.0,NE
8254,19405,1050,1190,1430,1740,2020,5167,32.3,53.9,46.1,69.6,3.4,0.0,6.1,0.0,13.7,14.9,16.7,51.2,37.4,7.8,3.6,6.4,28.2,23.5,28.5,13.4,51250,16.8,1.5,81.7,3717,71.93729436810528,1.0,PA,100.0,NE
1580,21223,860,1020,1260,1630,1870,19793,39.6,46.7,53.3,15.9,72.7,0.1,1.4,0.0,6.2,6.6,10.2,57.5,17.2,17.9,7.4,24.8,39.0,23.8,6.3,6.1,23643,29.2,18.3,52.6,15087,76.2239175466074,1.0,MD,100.0,NE
14528,19053,1090,1230,1480,1800,2090,28000,45.3,47.1,52.9,80.6,4.5,0.0,7.3,0.0,6.6,2.7,23.3,28.4,56.6,9.3,5.7,6.2,28.7,28.3,23.9,12.9,51095,5.0,3.2,91.8,18585,66.375,1.0,PA,100.0,NE
273,12183,810,900,1090,1350,1480,2966,34.1,48.0,52.0,72.7,9.4,0.0,1.2,0.0,8.4,16.1,5.7,52.2,24.9,15.9,7.1,9.8,39.2,24.3,12.6,14.1,42839,23.2,9.9,66.9,2652,89.41335131490223,1.0,NY,100.0,NE
18733,13437,630,710,870,1080,1260,254,56.5,60.2,39.8,96.1,0.0,0.0,0.0,0.0,3.9,0.0,0.0,22.4,58.5,10.8,8.3,11.3,55.7,21.3,6.8,5.0,29917,15.0,12.6,72.4,204,80.31496062992126,1.0,NY,100.0,NE
14641,19425,1630,1830,2210,2690,3130,17071,40.8,51.6,48.4,66.0,1.1,0.1,25.4,0.0,6.8,4.3,22.5,23.8,68.5,4.8,2.9,2.0,6.9,12.9,42.1,36.1,92525,1.3,0.6,98.1,9182,53.78712436295472,1.0,PA,100.0,NE
20211,13608,710,810,1070,1430,1680,1845,39.5,52.5,47.5,90.0,0.9,0.8,0.0,0.0,7.2,3.2,2.9,24.9,58.4,11.4,5.3,10.1,42.4,33.5,6.5,7.6,42076,13.9,6.2,79.9,1483,80.37940379403794,1.0,NY,100.0,NE
9931,12515,990,1050,1360,1780,1980,1483,54.2,51.4,48.6,71.7,3.2,0.0,0.0,0.0,25.2,15.2,13.3,28.3,62.8,5.7,3.2,4.3,35.7,30.1,23.1,6.8,38824,4.7,4.4,90.9,1121,75.590020229265,1.0,NY,100.0,NE
14600,19148,980,1100,1330,1620,1880,50777,37.3,49.7,50.3,58.2,4.9,0.5,19.5,0.0,8.2,17.3,32.3,43.0,39.8,10.8,6.4,15.0,27.7,18.1,24.4,14.9,43309,14.9,9.4,75.7,29584,58.262599208302966,1.0,PA,100.0,NE
2640,14057,770,810,950,1160,1310,7632,46.7,51.9,48.1,96.3,1.1,0.1,0.8,0.0,1.1,2.4,4.8,24.8,56.8,12.1,6.2,4.2,31.6,30.9,19.9,13.3,45016,9.6,3.0,87.4,6918,90.64465408805032,1.0,NY,100.0,NE
15572,12590,1220,1330,1710,2180,2420,35823,46.4,50.6,49.4,71.1,8.3,0.7,4.2,0.0,7.9,18.3,19.0,32.4,48.9,12.2,6.5,8.2,25.4,30.3,19.9,16.2,46919,6.0,5.5,88.5,26453,73.84362002065711,1.0,NY,100.0,NE
17863,18656,660,770,940,1220,1320,2128,48.4,49.7,50.3,95.7,0.3,0.0,0.8,0.0,2.8,0.0,1.2,22.2,60.3,11.9,5.6,8.0,35.0,32.2,12.3,12.4,43795,5.2,6.3,88.6,1841,86.51315789473685,1.0,PA,100.0,NE
9355,15722,640,640,820,1050,1200,2382,42.7,51.2,48.8,97.3,0.4,0.2,0.0,0.0,1.1,1.7,0.8,28.9,52.9,9.1,9.1,4.4,47.9,25.2,16.4,6.2,36798,8.8,11.1,80.1,2215,92.98908480268682,1.0,PA,100.0,NE
14504,19020,1200,1350,1630,1980,2310,57079,41.6,49.5,50.5,65.0,7.0,0.4,13.3,0.0,8.1,13.4,26.3,33.2,48.3,12.1,6.5,11.4,31.7,26.4,19.2,11.3,42474,11.9,6.9,81.1,36312,63.61709210042223,1.0,PA,100.0,NE
14979,15068,770,800,970,1230,1350,36068,46.7,49.7,50.3,87.8,7.8,0.2,0.4,0.0,3.4,1.4,2.7,31.8,48.5,11.9,7.7,5.0,35.7,32.8,17.2,9.3,36055,12.5,7.0,80.5,31187,86.46722856825996,1.0,PA,100.0,NE
14510,19027,1040,1170,1410,1720,1990,20412,43.0,47.3,52.7,41.8,41.8,0.1,7.6,0.0,6.2,5.0,17.4,33.1,48.4,12.3,6.1,3.4,18.4,22.1,24.0,32.1,52091,8.5,6.3,85.2,11751,57.56907701352145,1.0,PA,100.0,NE
17829,18471,800,930,1140,1480,1610,527,51.2,50.1,49.9,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,28.8,48.4,13.5,9.4,0.0,13.6,11.3,38.2,36.9,37614,4.0,4.2,91.8,350,66.41366223908919,1.0,PA,100.0,NE
9893,12428,1000,1060,1380,1810,2010,6972,43.5,48.6,51.4,75.6,4.1,0.5,0.7,0.0,9.1,28.3,24.9,37.6,43.1,12.9,6.4,12.8,31.3,30.4,14.0,11.6,34754,20.5,7.5,71.9,4943,70.89787722317843,1.0,NY,100.0,NE
13542,11208,1960,2000,2260,2840,3060,106901,34.3,48.5,51.5,10.6,44.9,0.1,10.5,0.3,7.8,39.3,51.5,48.1,36.4,11.2,4.2,18.3,48.6,17.3,11.0,4.8,34051,20.1,11.6,68.3,56788,53.12204750189428,1.0,NY,100.0,NE
13224,11559,1820,1860,2230,2870,3150,9130,33.3,50.2,49.8,78.8,6.4,0.0,1.7,0.0,2.3,16.6,32.6,31.7,56.4,6.4,5.5,11.2,15.8,16.8,33.9,22.2,55069,5.1,3.9,91.0,6353,69.58378970427164,1.0,NY,100.0,NE
14630,19373,1450,1630,1970,2390,2780,2288,45.3,55.1,44.9,94.8,0.0,0.0,1.7,0.0,3.5,2.5,4.6,22.0,74.8,0.0,3.2,0.2,8.1,14.9,45.1,31.8,64848,0.2,1.6,98.2,1670,72.9895104895105,1.0,PA,100.0,NE
15289,16061,700,740,890,1130,1240,2578,47.0,50.0,50.0,97.1,0.3,0.0,0.0,0.0,1.9,1.6,0.6,34.5,50.3,9.1,6.1,7.0,52.7,25.2,13.2,2.0,34242,8.5,6.6,84.9,2375,92.12567882079132,1.0,PA,100.0,NE
20407,10606,1680,1960,2380,2950,3260,17556,35.6,48.9,51.1,34.9,14.5,0.0,9.3,0.0,13.6,44.0,51.0,39.2,42.3,13.4,5.1,14.9,20.9,19.0,20.1,25.1,49705,14.2,5.6,80.2,8878,50.56960583276373,1.0,NY,100.0,NE
20243,13691,750,850,1120,1510,1790,3172,30.5,57.3,42.7,83.7,0.9,0.3,2.5,0.0,12.3,2.0,3.3,34.6,48.0,13.5,3.9,8.4,29.4,47.0,5.8,9.4,36969,9.3,4.7,86.0,2453,77.33291298865069,1.0,NY,100.0,NE
16343,14609,790,900,1120,1360,1500,40171,36.3,45.6,54.4,49.8,29.0,0.2,2.1,0.0,10.3,19.5,19.4,45.7,34.0,14.8,5.6,12.3,26.2,28.4,20.8,12.2,37149,18.5,11.0,70.5,28685,71.40723407433222,1.0,NY,100.0,NE
19498,13490,790,800,1000,1210,1440,1346,30.4,61.8,38.2,99.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,41.2,47.9,8.5,2.5,1.1,20.2,42.4,17.6,18.9,49949,0.0,0.0,100.0,1311,97.3997028231798,1.0,NY,100.0,NE
16285,14481,800,910,1130,1380,1520,1883,46.6,49.5,50.5,93.3,0.2,0.2,0.0,0.0,5.7,2.9,1.4,28.5,51.9,14.3,5.2,9.0,33.2,25.5,20.4,11.9,42069,10.2,2.8,87.0,1641,87.1481678173128,1.0,NY,100.0,NE
234,12092,850,950,1150,1400,1540,1423,48.6,55.1,44.9,87.8,6.1,0.0,0.0,1.1,5.0,4.7,3.7,33.7,40.3,16.9,9.1,10.2,22.0,38.8,5.7,23.3,39583,13.4,4.4,82.2,1298,91.21574139142656,1.0,NY,100.0,NE
7489,17331,790,890,1130,1480,1600,55374,41.8,49.8,50.2,87.6,2.8,0.4,1.2,0.1,6.7,6.8,5.3,28.4,51.8,12.6,7.2,10.0,40.9,26.7,14.4,8.1,39640,8.7,6.7,84.7,32221,58.187958247553006,1.0,PA,100.0,NE
14556,19096,1490,1680,2030,2470,2870,15136,44.3,46.6,53.4,74.0,4.2,0.0,11.2,0.0,9.4,4.8,20.1,20.5,64.2,8.3,7.1,1.2,9.7,9.3,29.0,50.8,87966,4.6,1.1,94.3,7678,50.72674418604651,1.0,PA,100.0,NE
18656,13078,1000,1120,1380,1700,1960,10564,44.5,50.2,49.8,76.0,4.8,0.1,11.0,0.0,7.3,1.9,16.0,22.3,63.5,7.0,7.2,7.4,20.1,22.7,21.8,28.1,55491,3.9,3.7,92.4,8080,76.48617947747066,1.0,NY,100.0,NE
10604,17963,680,710,930,1180,1250,9444,50.5,52.4,47.6,97.5,0.3,0.1,0.2,0.1,1.5,1.8,2.7,26.0,53.5,11.7,8.8,9.2,47.7,25.6,13.9,3.5,38902,6.5,5.4,88.1,8436,89.32655654383736,1.0,PA,100.0,NE
20404,10603,1560,1810,2200,2730,3020,19201,38.6,49.8,50.2,39.2,22.6,0.2,5.1,0.0,12.8,35.4,44.7,34.1,52.5,9.3,4.1,12.0,22.0,18.9,23.8,23.3,52320,7.7,5.3,87.0,10559,54.99192750377585,1.0,NY,100.0,NE
15574,12594,930,1000,1280,1620,1820,3645,48.8,44.1,55.9,73.0,9.4,0.0,0.4,0.0,4.1,21.3,11.3,43.6,37.6,11.7,7.1,8.4,27.7,31.8,20.7,11.4,42442,13.7,1.3,85.0,2308,63.319615912208505,1.0,NY,100.0,NE
16325,14560,920,1040,1300,1580,1750,2392,45.3,50.8,49.2,91.6,0.0,0.0,0.1,0.0,6.9,3.3,0.3,28.8,58.5,9.9,2.9,7.5,33.6,32.2,19.4,7.3,38899,8.4,5.8,85.8,2036,85.11705685618729,1.0,NY,100.0,NE
18536,16844,940,950,1100,1400,1480,2521,47.3,52.3,47.7,95.5,0.2,0.0,0.8,0.0,3.5,0.4,2.2,21.7,61.7,12.6,4.0,4.9,45.6,27.7,13.2,8.6,38932,9.4,8.7,81.9,2205,87.46529155097184,1.0,PA,100.0,NE
287,12204,1000,1120,1360,1660,1830,8423,33.7,47.8,52.2,50.1,29.2,0.3,8.2,0.1,7.7,4.7,10.8,45.8,36.7,12.0,5.4,8.8,23.6,28.4,25.1,14.1,45352,14.1,9.5,76.4,5733,68.06363528434049,1.0,NY,100.0,NE
18526,16820,940,950,1100,1400,1480,1657,18.5,50.5,49.5,99.2,0.0,0.0,0.0,0.0,0.8,0.0,53.8,27.7,60.5,10.3,1.5,31.0,30.3,22.2,11.5,4.9,44135,12.9,13.4,73.7,1614,97.40494870247434,1.0,PA,100.0,NE
9354,15714,640,640,820,1050,1200,5215,40.8,47.3,52.7,97.2,0.0,0.0,1.0,0.0,1.8,0.4,5.2,32.3,46.1,13.1,8.5,7.7,50.4,24.9,11.7,5.2,31674,28.2,15.3,56.5,4810,92.2339405560882,1.0,PA,100.0,NE
9936,12547,1370,1460,1890,2470,2760,2808,49.7,52.6,47.4,69.2,10.5,0.0,1.1,0.0,13.1,9.0,7.2,25.9,54.9,13.6,5.6,6.9,26.4,34.2,19.1,13.4,55417,19.9,2.3,77.8,2341,83.36894586894587,1.0,NY,100.0,NE
1529,21102,860,1020,1260,1630,1870,12176,45.0,49.7,50.3,91.5,2.2,0.6,2.1,0.0,3.5,2.4,4.3,23.7,62.0,5.8,8.4,2.4,32.3,33.1,20.7,11.5,51261,4.1,2.8,93.1,8983,73.77628120893561,1.0,MD,100.0,NE
2039,13811,650,680,870,1140,1230,4102,46.1,50.3,49.7,93.9,0.3,0.0,2.0,0.0,3.8,1.0,3.7,26.9,55.7,14.8,2.6,9.2,31.4,31.1,19.5,8.8,40270,9.5,14.0,76.5,3227,78.66894197952219,1.0,NY,100.0,NE
18717,13316,700,710,880,1080,1270,5924,50.6,49.0,51.0,93.7,1.0,0.1,0.4,0.0,4.1,1.2,3.0,23.5,53.7,12.9,9.9,9.0,42.9,27.2,16.1,4.8,38490,8.4,8.8,82.8,5392,91.01958136394327,1.0,NY,100.0,NE
13197,11040,1820,2110,2520,3230,3550,42344,43.7,49.0,51.0,43.2,1.2,0.8,43.8,0.0,6.8,11.2,42.8,29.7,58.1,6.2,5.9,7.5,18.0,18.3,32.3,23.8,58819,3.5,2.5,94.0,26265,62.02767806536935,1.0,NY,100.0,NE
14682,19702,1210,1370,1650,2010,2330,56049,36.8,48.0,52.0,41.7,31.4,0.1,12.0,0.1,8.2,13.7,27.4,36.3,48.6,11.3,3.8,6.9,24.2,29.1,23.0,16.8,46075,7.9,6.3,85.8,22113,39.45297864368678,1.0,PA,100.0,NE
14486,18976,1240,1390,1680,2040,2380,21942,45.5,46.9,53.1,79.8,3.1,0.0,10.6,0.0,5.1,3.8,18.4,25.5,59.6,8.1,6.8,2.7,24.3,21.1,29.0,22.9,52016,4.5,2.9,92.6,15011,68.41217755901923,1.0,PA,100.0,NE
15782,19547,890,1050,1330,1660,1790,4558,45.2,52.9,47.1,96.4,0.0,0.0,0.0,0.0,3.2,2.5,1.0,23.8,55.9,16.1,4.3,4.7,34.9,22.1,18.0,20.3,51726,5.1,1.2,93.7,3948,86.61693725318122,1.0,PA,100.0,NE
17851,18625,600,700,850,1100,1190,105,52.6,55.2,44.8,99.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8,47.6,29.5,3.8,19.0,0.0,13.3,33.3,37.3,16.0,40391,0.0,0.0,100.0,84,80.0,1.0,PA,100.0,NE
20364,10520,1300,1510,1840,2280,2520,12208,49.6,49.3,50.7,81.4,4.3,0.0,3.2,0.0,5.4,13.1,19.7,28.1,54.0,11.6,6.2,5.4,13.5,18.2,32.1,30.8,68750,4.7,2.0,93.2,7813,63.999017038007864,1.0,NY,100.0,NE
2397,17878,710,840,1010,1260,1380,1573,48.6,53.3,46.7,92.6,0.3,0.0,0.0,0.0,6.3,2.5,1.3,20.8,62.8,9.7,6.7,5.2,47.1,29.6,11.1,7.0,30109,6.2,9.6,84.2,1293,82.19961856325493,1.0,PA,100.0,NE
6356,19954,920,920,1110,1580,1780,1728,37.7,42.0,58.0,85.1,11.5,0.0,0.0,0.0,1.7,1.6,1.1,30.6,45.1,18.3,6.0,16.1,44.9,28.2,8.4,2.4,39866,15.8,25.0,59.2,1198,69.32870370370371,1.0,DE,100.0,NE
2019,13730,620,650,830,1080,1170,2763,53.1,46.7,53.3,94.3,0.4,0.0,0.9,0.0,4.3,1.9,1.5,22.8,43.9,23.1,10.1,10.5,49.1,28.2,8.7,3.5,31474,12.5,8.7,78.8,2117,76.61961635903005,1.0,NY,100.0,NE
1630,21776,970,1100,1340,1740,2000,5905,43.9,51.8,48.2,91.0,4.0,0.0,0.8,0.0,3.4,2.1,6.9,21.9,63.0,7.3,7.7,3.0,33.0,27.2,22.9,13.9,51788,5.0,2.7,92.3,4063,68.80609652836579,1.0,MD,100.0,NE
14950,15033,790,830,1000,1270,1390,4592,47.6,47.4,52.6,75.4,15.9,0.0,0.0,0.0,8.7,2.8,1.3,39.7,34.3,16.9,9.2,8.4,46.0,31.1,10.5,4.1,31059,30.8,7.3,61.9,4031,87.78310104529616,1.0,PA,100.0,NE
15035,15211,990,1040,1250,1590,1740,10733,35.4,51.0,49.0,86.3,6.8,0.6,1.9,0.0,3.7,2.9,4.9,56.6,26.9,9.8,6.7,2.6,20.6,23.3,33.0,20.5,46965,13.8,6.3,79.9,8262,76.97754588651821,1.0,PA,100.0,NE
16364,14836,740,840,1050,1280,1410,915,56.7,53.6,46.4,94.4,0.0,0.0,0.0,0.0,5.6,1.2,1.0,28.2,51.8,14.7,5.2,7.5,54.2,20.3,7.0,11.0,50227,7.6,11.9,80.5,830,90.7103825136612,1.0,NY,100.0,NE
